"square_footage","bedrooms","bathrooms","year_built","lot_size","neighborhood","school_district_rating","crime_rate","proximity_to_amenities","economic_indicator","price"
1424,4,2,1987,5867,"St-Louis",6.6,9.2,6.2,97.2,587867
1174,2,2,2003,8043,"Ziguinchor",8.5,6.9,4.6,63.1,576233
1488,5,3,1988,7595,"Podor",8.5,2.7,6.8,95.3,653389
2436,2,2,1974,4407,"Kaolack",6.6,9.8,7.4,110.3,761015
1303,2,2,2022,7476,"Dakar",10,3.6,7.9,112.6,675799
1446,2,2,1951,1844,"Podor",6.5,7.4,1,110.1,581696
1427,3,2,2004,7482,"Podor",4.7,7.9,3.1,115.4,672646
1661,4,1,2021,7063,"Kaolack",7.5,3.1,10,80.6,641114
2130,2,2,1994,4372,"Thies",5.4,4.5,5.2,82.1,759576
1044,2,2,2008,4478,"Tambacounda",7.8,9.7,6.4,78.3,512456
1789,2,2,2006,4829,"Touba",7.3,5.5,7,93.7,594726
923,3,2,1997,2623,"Ziguinchor",5.3,8.2,0.4,124.7,460970
2318,2,2,1963,5079,"Podor",5.8,5.3,4.3,110.7,754951
2231,3,2,1993,5336,"Thies",4.6,1.4,5.3,119.2,893473
1933,5,2,1985,5242,"Ziguinchor",7.8,1.3,6.7,90.6,712256
1684,2,2,1988,5969,"St-Louis",4.9,8.4,5.3,123.8,562094
2312,2,2,2012,3730,"Kaolack",7.6,8,9,90.3,767294
2109,4,2,1978,4467,"Tambacounda",9.2,3.2,9.4,84.5,707411
1214,2,2,1990,3128,"Kaolack",8.1,8.5,6.9,91.1,609705
3060,3,1,1990,7723,"Kaolack",9.1,4.9,6.3,69.7,879618
1483,5,4,1952,7584,"Ziguinchor",8.8,5,1.5,87.8,772778
1288,3,1,1991,4579,"Kaolack",7.5,1.6,6.9,118.9,629454
2018,2,2,2004,3674,"St-Louis",8.2,5.3,1.1,104.5,634972
1934,2,3,1959,4252,"Kaolack",7.2,8.8,0.9,123.9,692780
1876,2,2,1983,7206,"Dakar",8.9,7.5,8.4,120.9,739594
1085,3,2,1983,4482,"Thies",7,5.8,1.5,137.6,678607
1846,4,2,1962,179,"Kaolack",5.8,4.8,4.9,113.7,750109
1994,1,2,2012,8070,"Touba",7.1,7.7,8.2,99.4,646098
2922,2,2,2009,7164,"Kaolack",5.3,9.7,5.8,74.7,779131
1409,3,1,1988,5162,"Touba",3.7,6.9,7.5,91.6,516713
2170,2,2,2011,3148,"Podor",7.5,3.2,3.1,97.1,667244
1371,3,2,1953,2836,"Podor",5.7,4.5,4.4,64.4,617187
1951,3,1,1992,5706,"Podor",3.9,2.7,6.2,113.3,529946
1319,3,2,1989,6017,"Ziguinchor",5.5,5,6.8,164.2,595051
801,3,2,1974,7037,"St-Louis",6.9,3,9.8,103.5,536622
647,2,2,1987,6964,"Kaolack",7,5,1.6,72,515886
2234,1,2,2002,4813,"Dakar",8.5,8.6,8.6,93.8,815896
1838,1,1,2012,5931,"Touba",2.4,4.1,2,92.1,588649
1993,3,1,2014,4743,"Kaolack",7.4,8.4,1.5,94.1,689821
770,3,2,1978,6584,"Thies",8.7,1.9,6.8,81.4,644830
1727,2,2,1978,3743,"Thies",6.3,8.2,9.8,127.6,693226
1849,2,3,1961,3608,"Tambacounda",8.7,6,6.5,107.2,719281
2626,3,1,1998,3871,"Tambacounda",8.8,4,5.6,73.4,791018
1451,2,2,1953,4180,"Dakar",6.4,3,1.1,95.9,804248
2200,3,2,1985,3804,"St-Louis",8.8,5.4,2.6,132,613297
1786,4,2,1986,3707,"Touba",8.9,1.5,7.4,114.2,744837
2265,2,3,2014,7128,"Dakar",7.4,8.4,1.5,116.7,840245
1883,3,2,2022,7620,"Touba",7.8,4.3,8,69.1,694026
1878,4,2,1993,9002,"Dakar",2.9,7.5,1.8,91.8,684383
1717,3,2,1955,4719,"Dakar",9.3,1.6,4.6,105.4,820536
1844,2,2,2020,8636,"Podor",6.1,7.9,2.6,124.7,569486
1843,2,3,1973,2784,"Ziguinchor",5.6,8.9,0.8,110.8,515946
1714,3,2,1987,8385,"Touba",6.8,9.8,2.4,108.8,561173
1726,4,2,1984,5207,"Thies",5.1,8.2,2.4,125.3,696173
2225,4,2,2015,5814,"Podor",8.1,8.6,0.1,108.8,743171
1707,2,2,2014,4881,"Tambacounda",10.2,2.2,2.7,105.7,643028
1382,2,2,1989,6118,"Tambacounda",7.2,3,8.2,83,574574
1753,3,2,1987,7767,"Podor",8,4.2,5.4,103.7,637688
1166,2,1,1982,5814,"Kaolack",5.7,7.6,0.9,118.6,544621
2659,3,2,1970,5846,"Kaolack",10,8.3,0.9,97.8,847304
3048,2,3,1976,4092,"Tambacounda",7.1,6.6,6.3,86,774695
1787,1,2,1977,5802,"Thies",5.6,2.3,0.9,94.3,622135
1804,3,1,1978,3807,"Tambacounda",6.6,6.5,2.4,134.2,709374
1309,4,2,1961,5420,"Dakar",6.7,4.9,2.8,72.9,701089
1954,3,1,1955,2514,"Kaolack",6.9,1.9,7.2,157.9,757273
2290,3,2,1977,8210,"Podor",9.1,4.9,4.2,58.1,825777
2190,3,2,1963,3848,"Touba",5.8,6.8,5,98,710482
1796,1,2,1977,2575,"Touba",9.1,3.8,8.3,78.4,658615
2429,3,2,1990,3416,"Ziguinchor",7.8,7.7,3.1,127.5,698083
2683,3,2,2015,1779,"St-Louis",7.3,3.8,8.4,91.7,815692
1644,2,1,1969,7873,"Ziguinchor",9.5,5.1,1.9,130.8,777934
2013,2,2,1990,5464,"Dakar",7.6,1.6,9.8,123.3,882569
2377,2,2,1978,6618,"Dakar",7.5,5.6,1.1,103,839694
1656,2,2,1988,5915,"Thies",7.4,9,3.4,78.2,588402
1866,2,2,2017,5573,"Kaolack",5.7,7.6,9.5,118.7,587110
1247,3,3,2017,4398,"Touba",5.4,6.2,8.7,74.3,588380
1360,3,1,2009,3974,"Kaolack",6.8,5.1,9.3,121.5,579106
606,3,2,2020,3873,"Kaolack",10.3,9.4,8.2,127.1,515309
1455,3,2,1953,2968,"Ziguinchor",7.8,8.1,9.6,115.3,622630
1536,2,1,1982,5798,"Touba",5.7,4,4.7,92.9,620605
2333,2,2,2013,8157,"Kaolack",7.3,6.6,1.2,90.7,599159
1253,3,2,1976,4420,"Tambacounda",8.2,6.5,8.5,110.4,631162
1757,3,2,1957,5419,"Kaolack",7.4,8.6,3,89.3,741045
1592,2,2,1986,6679,"St-Louis",8.1,5.9,3.1,101.9,583452
1608,1,2,1988,2861,"Ziguinchor",8.8,1.9,1,109.6,646026
1869,2,2,1968,5275,"Dakar",8,3.5,1.3,57.2,864293
2551,3,2,2005,4627,"Thies",7,1,9.4,120.7,888510
1222,2,1,2021,4324,"Thies",7.3,9.7,7.1,111.7,566902
2138,4,2,1963,6113,"Thies",7,1.2,2,111.8,814054
1453,4,2,2005,6999,"Thies",7.6,5.7,0.5,114.5,679429
1235,3,2,1991,5875,"Tambacounda",7.1,3.8,5.9,138.5,622368
2224,4,2,1971,4731,"Ziguinchor",5.5,8.1,3.9,79.3,720747
1158,2,2,2010,4514,"Tambacounda",6.2,1.4,5.9,86.5,547187
1324,4,3,1971,6706,"St-Louis",6.6,2.8,3.7,117.9,649753
2306,1,2,1985,4166,"St-Louis",6.9,4.7,7.4,104.1,684574
1747,2,2,1972,5350,"Dakar",6.6,9,7.3,78.9,789339
2590,2,2,2021,2995,"St-Louis",8.8,2.1,1.7,125.6,699550
3154,2,2,2016,3584,"Tambacounda",6.2,3.3,3,99,747259
1899,2,2,2001,2080,"St-Louis",8.5,3.4,9.1,157.2,595450
2180,2,3,1983,3934,"Dakar",8.9,6,6.7,79.2,926373
1857,5,1,1984,3676,"Kaolack",9,5.4,8.8,95.7,814237
1519,3,2,1953,4383,"Podor",9,7,3.5,121.8,682989
1441,3,2,1966,8637,"Kaolack",10.1,3,5.7,125.8,741896
2338,4,2,1968,6904,"St-Louis",8.3,8.8,4.5,71.3,714852
2165,3,1,1988,6543,"Touba",7.9,6.7,3.4,86.2,664649
2036,4,3,1967,3926,"Ziguinchor",4.4,1.8,0,74.1,620821
2244,2,3,1971,4157,"Thies",6,6.6,8.5,105.7,824999
1233,3,2,2019,4664,"Podor",6.6,1.6,4.7,82.7,554960
1251,2,2,1980,6697,"Kaolack",6.6,5.1,7.5,115.5,629133
1878,3,2,1979,3859,"Tambacounda",6.2,1.1,5,86.7,821506
2070,4,2,1993,6386,"Dakar",7,2.7,2.3,106.3,812766
2375,2,2,1982,3119,"Ziguinchor",4.4,2.6,3.2,111.9,675229
2539,3,3,2018,2272,"Podor",7.9,3.5,4.4,94.7,749079
1891,5,3,2016,5596,"Kaolack",6.4,5.8,4.3,110.7,766010
1249,4,2,1964,9206,"Tambacounda",7.7,9.6,9.8,96.7,639807
1199,1,3,1952,3509,"Tambacounda",4.3,7.6,1.9,83.4,432826
1317,3,2,1989,5958,"Ziguinchor",6.5,5,2.7,119.4,579344
2497,2,2,1994,1969,"Touba",8.3,3.5,8.2,85.7,813190
2002,3,2,1956,4507,"Touba",6.9,3.9,8.6,132.3,668873
2545,2,2,2004,2266,"Tambacounda",3.1,7.1,7.2,134.5,603934
1460,2,2,2008,2350,"St-Louis",7.3,7.6,7.4,78.3,532148
1774,4,3,1983,6935,"Touba",7.5,6.4,2,96.9,707229
2118,3,2,2020,6704,"Podor",5.4,8.8,8.1,90.6,692656
1978,3,1,1962,488,"Kaolack",6.1,9.5,8.2,73.5,655434
1212,2,2,1959,8120,"Ziguinchor",8.7,3.1,0.6,107.4,614980
1057,1,2,2008,4405,"Tambacounda",8.7,8.4,1.8,131.3,417898
577,1,2,1973,5029,"Touba",7.8,4.7,3.2,101.2,387692
2125,3,2,1970,6412,"Ziguinchor",5.1,4.3,6,59.8,767867
2099,3,2,2020,1291,"Touba",8.7,2.7,3.5,104.4,719045
1797,4,3,1994,6078,"Touba",9.5,6.9,5.5,106.5,735407
2817,3,1,1975,6861,"Kaolack",8.5,1.3,8.3,122.4,797591
1938,3,2,2018,5420,"Thies",9.7,5.7,5.4,56.9,758122
1552,3,2,2000,3814,"Dakar",8.3,8.5,5.8,150.1,669543
2385,5,2,2008,8419,"Tambacounda",5.3,6.9,5,84.3,742005
2302,3,2,1990,5260,"Thies",5.5,9.1,5.9,73.1,731567
1447,2,1,1980,2549,"Thies",8.1,7.3,4.5,83.6,696895
1834,3,3,1975,6016,"Kaolack",5.5,5.6,3.7,93.5,764988
2244,4,3,1955,5014,"Touba",5,9.4,3.2,70.9,719202
2276,4,1,1987,4958,"Dakar",7.2,7.2,2.2,118.6,783659
1734,1,1,1953,3314,"Podor",5.3,1.4,9,128.5,664924
1157,4,1,1955,5160,"Podor",7.2,2.1,6.9,50.5,619285
2631,3,1,1992,4338,"St-Louis",6.8,5.2,8.5,70.3,835094
1868,3,3,2012,6485,"Dakar",6.8,9.5,1.3,95.1,789127
1568,3,3,1952,5748,"Kaolack",8.1,1.7,5,112.4,753285
1647,3,2,1958,6894,"Tambacounda",5.9,5,1,140.1,636764
1582,2,2,2000,5775,"Dakar",8.3,4.1,1.9,113.5,796716
946,3,2,1973,10027,"Tambacounda",4.6,3.2,3.5,67.4,435720
1714,3,2,1996,7298,"St-Louis",7.9,7,4.6,70.4,678932
2294,4,2,1992,8668,"Tambacounda",7.6,7.4,6.6,113.7,756944
2943,3,3,1957,6081,"Ziguinchor",7.8,1,4.2,88.7,886404
1532,4,1,2004,2984,"Dakar",8.9,2.7,7.1,104.1,773967
1705,3,3,1971,4809,"St-Louis",8.1,9.6,2.9,89.7,613320
2129,2,3,1974,6858,"Dakar",6.9,6.8,4.4,74.1,863052
1716,3,2,2003,5198,"Ziguinchor",7.8,6.7,0.6,109.1,530696
1532,3,2,1975,5946,"Thies",8.1,3,1.5,104.6,768423
1633,3,2,1962,4028,"Tambacounda",7.6,4.6,4.9,89.5,704473
1911,3,1,1962,7358,"St-Louis",9.7,3.4,1.8,95.4,760646
679,3,3,2001,6492,"St-Louis",5.4,6.6,7.5,85.1,539983
1479,3,2,2019,4053,"Touba",8.1,7.2,7.2,122,645023
1865,1,2,1958,3154,"Ziguinchor",7.6,9.1,6.2,114.2,637317
2050,3,3,1992,3631,"Podor",10.4,8.7,2.4,113.7,715295
1310,3,2,1979,2992,"Kaolack",6.7,6.9,4.7,76.4,565046
1501,2,2,1969,4536,"Ziguinchor",6,9,6.1,81.9,577631
957,4,2,1999,3295,"St-Louis",4,1.3,1.9,110.6,547525
2031,3,2,1960,5036,"Thies",9.5,7.2,9.9,79.3,974070
2116,2,2,2000,3137,"Kaolack",4.7,9.7,6,98.7,677599
1763,3,2,2013,7425,"Tambacounda",5.6,8.4,8.7,97.7,500913
1814,3,2,2009,6204,"Kaolack",7,7.3,2.2,86.5,669929
544,2,1,1990,3047,"St-Louis",6.4,2.3,5.1,121.1,534341
2507,3,3,1967,5592,"Dakar",4.8,7,8.1,80.5,874379
1648,2,2,1974,8666,"Kaolack",8.6,8.1,2.3,116.9,675907
1500,2,2,2022,9236,"Podor",8.8,7.6,1.8,135.8,526133
1810,2,1,1992,6543,"Kaolack",7.8,5.5,6,62.3,654449
2101,3,2,2002,5586,"Thies",5.3,6.6,9.6,81.3,779744
2587,3,3,2014,5431,"Ziguinchor",5.1,5.8,1.1,120.3,721849
1994,4,1,1999,8011,"Ziguinchor",7.9,4.8,5.5,90.1,615240
1238,3,2,2014,6310,"Thies",6,5.1,3,118.3,606244
1760,4,2,1997,3483,"Podor",4.4,7.1,5.8,71.3,670696
1854,4,3,1982,4242,"Tambacounda",9.1,1.1,7,115.5,748852
1882,3,2,2011,2891,"Tambacounda",6,6.2,2.3,119.8,597958
2292,4,1,2013,5322,"Thies",6.9,6,6.9,99.5,753589
1756,3,2,2013,5191,"Tambacounda",7.8,7.7,2.1,78.3,501857
1409,3,2,1954,9588,"St-Louis",9.1,9.9,4.8,100.3,662248
2496,2,2,2014,2156,"Touba",9,1.8,1.7,128.1,709613
3173,3,2,1965,4898,"St-Louis",7.5,7.9,3.7,98.1,865965
1650,1,1,1973,5982,"Touba",5.3,2.4,4.4,71.4,569424
2270,2,2,1997,379,"Ziguinchor",6.9,8.2,6,102.9,583416
2341,4,2,1974,4070,"Ziguinchor",7.2,1.2,1.8,79.8,785750
2260,1,3,1962,7701,"Ziguinchor",4.4,1.4,0.1,111.9,697383
1597,3,1,1963,3264,"Tambacounda",3.9,3.5,1.6,92.5,498062
2132,2,2,1969,7018,"Kaolack",8.3,4.3,9.4,72,693562
2414,2,1,1974,6475,"St-Louis",6.9,1.6,9.7,92.5,705598
3294,3,3,1965,8300,"Ziguinchor",8,4.2,4.7,92.6,1014968
2000,5,2,1988,3773,"Dakar",6.8,1.9,2.4,104,781295
1836,3,3,1991,5443,"Ziguinchor",5.9,3.1,1.3,111.5,744694
1326,3,3,2021,3363,"Ziguinchor",5.6,5.4,1.2,98.7,644643
1807,2,3,1981,9971,"Touba",11.1,5.8,9.7,89.8,787554
2153,1,1,1970,6193,"Kaolack",6.8,6.9,0.8,97.2,689003
2133,2,2,1980,5232,"Tambacounda",6.2,3.7,9.4,100.9,734705
1347,3,3,2020,4743,"Ziguinchor",3.9,4.6,6.1,137.3,570649
1802,3,2,1964,5606,"Tambacounda",6.9,2.9,8.4,106.2,690184
1259,2,2,2014,1863,"Tambacounda",3.4,9.7,9.5,112.1,457678
2003,4,2,2002,5866,"Ziguinchor",8.5,5.4,2.6,86.9,603706
1845,3,2,1986,7467,"Podor",8.3,9.4,3.2,105.1,611386
2408,2,1,2011,6154,"Thies",6.1,4.2,7.9,102.6,677463
1875,3,2,2019,4266,"Dakar",8.6,1.1,9.5,84.8,840679
2303,4,1,1993,5576,"Kaolack",6.9,2.1,3.1,104.1,729744
2095,3,2,2020,6264,"Dakar",4.9,8.2,1.9,98.3,771729
1375,2,2,1959,7946,"St-Louis",8.1,2.4,7.1,73.2,639176
1054,2,2,2020,1569,"Podor",8.8,1.5,5.3,92.7,453676
1780,3,3,2004,2823,"Podor",8.4,9.9,7.4,107.1,661390
2898,4,3,2020,5016,"Thies",6.9,7.8,6,133,900133
2182,2,2,2020,3014,"Ziguinchor",9.3,9.3,0.4,110.5,580691
2062,3,1,1953,5260,"Tambacounda",8.5,1.4,0.1,108,673456
2120,3,3,1974,2830,"Thies",9.3,2.1,7.2,75.5,917232
2445,2,1,1969,4405,"Dakar",4.6,9.1,6.1,114.3,878084
2644,1,3,1967,2811,"Kaolack",5.5,7.6,6.4,81.3,783088
2282,2,2,1954,2014,"Thies",3.9,3.8,9.4,93.7,808033
2446,3,2,1951,5281,"Tambacounda",9,4.7,1.5,66.9,796512
2317,4,3,1951,3045,"Dakar",7.1,3.8,7.3,135.8,984167
2502,2,2,1959,8891,"Dakar",7.3,8.8,0.8,96,884959
2379,3,2,2002,4977,"Dakar",4.2,5.7,5.6,108.9,842011
1000,2,3,1978,6331,"Tambacounda",8.2,1.9,1.2,120.3,531561
1424,3,2,1956,4113,"Dakar",5.2,9,7.5,114.5,643747
1680,3,2,1972,7558,"St-Louis",8.1,2.4,8.5,78.3,663960
1790,4,3,1993,7076,"Kaolack",9.7,5.3,7.8,77.7,770235
2782,2,2,2000,5762,"Thies",5,8.8,8.2,114.3,850963
1995,2,2,1956,1645,"Dakar",5.6,2.6,6.9,113.7,856204
2333,3,2,1954,2747,"Tambacounda",7.1,4.1,6.2,95.2,752577
1664,4,2,2010,5455,"Dakar",5.2,7.4,6.1,114.6,776965
1894,5,2,1991,5360,"Thies",7.3,9.2,8.2,90.6,793780
1710,2,2,1953,5002,"St-Louis",6.7,5.8,7.3,89.7,633893
1722,1,3,1973,7718,"Dakar",8.4,2.1,2.7,120.9,769666
2695,3,2,1966,7489,"Thies",5.6,4.3,8.1,107.2,943078
1954,3,2,1989,3143,"Thies",9.2,5.5,5.3,118.1,790847
1983,1,2,1976,3989,"Dakar",6.8,1.7,2.7,94.6,773703
1779,1,2,1997,5951,"Touba",5.5,4.4,7.4,98.9,559759
1501,2,2,2001,5697,"Dakar",7.3,2.9,3.6,57.8,763492
1699,2,2,1982,886,"Thies",4.6,1.9,4.4,91.2,692784
1193,3,2,1988,2768,"Tambacounda",8.8,5.3,1.9,115.3,573341
1790,3,2,1961,5946,"St-Louis",5.3,9.6,3.7,105.3,648681
1423,3,2,1955,7520,"Podor",6.9,2.9,9.9,147,664489
2395,4,2,1982,6070,"Dakar",5.2,7.3,8.8,92.2,772079
2555,3,2,1967,389,"Kaolack",5,9.3,7.9,157.6,747385
1215,2,1,2018,3810,"St-Louis",8.8,3.2,9.8,90.7,470922
1153,3,2,1973,2648,"Podor",5.5,4.3,6.1,133.9,614900
1557,3,2,2012,2831,"Tambacounda",5.9,1.2,3.1,95.5,559978
1770,2,1,1983,5189,"Touba",8.5,4.8,5,118,580922
1864,2,3,1973,3245,"St-Louis",6.9,4.7,3,81.9,680642
2199,2,2,1976,3337,"Kaolack",7.8,3.7,8.4,77.1,815314
1292,1,2,1950,7644,"Touba",8.5,7.7,9,107.9,620487
1923,4,1,1978,8855,"Tambacounda",5.9,2.9,4.8,96.1,648163
1481,2,1,2019,3688,"Tambacounda",9,4.1,5.7,114.4,555681
1499,2,3,2020,7529,"St-Louis",6.9,2.4,1.4,135.7,532200
2075,4,3,1963,6744,"Ziguinchor",7.7,3.9,5.6,88.9,849845
1862,5,2,1975,5765,"Touba",6.5,3.3,5.2,108.2,728634
2155,4,2,1972,2053,"Ziguinchor",5.3,6.6,0.2,136.6,698799
1388,3,2,2009,4197,"Touba",5.1,8,2.6,107.7,555001
1843,3,2,1961,1446,"Thies",5,9.2,5.7,65.3,728964
1711,3,2,2016,5674,"Kaolack",5.6,9.3,0.7,114,594771
2312,2,2,1994,4995,"Kaolack",7,8.7,8.9,70.8,672069
1786,4,2,1952,4222,"Podor",7.9,3.2,5.6,94.2,792595
1402,2,2,1956,6934,"Ziguinchor",5.8,4.7,6.8,98.2,537356
2159,2,2,1957,3075,"Dakar",9.7,1.6,4.8,106.9,921654
2063,2,2,2014,5043,"Podor",6.4,9.7,7.6,111.7,668595
2208,3,1,1984,6325,"St-Louis",8.6,1.7,2.1,141.3,733009
1885,3,2,1979,2487,"Ziguinchor",7.6,4.4,8.6,119.8,675098
1381,4,3,1964,4420,"Touba",7.5,4.7,3.7,102,626200
1057,3,2,2012,3306,"Touba",9.2,9.8,6.2,96.7,505210
2350,3,3,1973,2359,"Kaolack",5.9,9,4.4,100.2,788817
2268,3,2,1982,3413,"Ziguinchor",6.9,2,7.3,96.7,711576
1819,1,2,1955,6977,"Kaolack",5.4,2.1,4.2,133.3,587005
603,4,2,2009,1226,"Touba",6.7,7.1,3.7,61.3,427006
1752,3,2,1957,4621,"Dakar",5.7,4.6,8.2,120.4,878871
2210,2,2,1959,4665,"Touba",5.4,3.1,9.6,126,738071
1554,2,1,1960,2693,"Tambacounda",8,6.3,0.1,73.4,597817
1956,1,2,1995,4767,"Ziguinchor",6.5,2.9,7.2,101.5,643838
1281,2,2,1978,3274,"Thies",7.1,5.3,9.8,70.4,677059
2057,2,3,2000,2215,"Touba",5.9,1.7,1.4,90.1,715373
1134,3,2,1992,6665,"Podor",6.2,5.2,4,109.6,635132
1524,2,2,1963,4912,"Dakar",6.2,7.3,8.4,133.4,755587
2418,5,2,2019,4373,"Thies",8.4,8.4,8.8,89,915925
1689,2,1,1967,4679,"Thies",8.7,8.7,6.3,110.8,698876
2510,2,2,1950,2173,"Touba",8.8,8.8,0.4,119.8,805273
1983,3,3,1980,2257,"St-Louis",8.1,2.9,2.3,90.2,750734
2416,2,2,1960,7324,"Thies",8.3,3.3,3.4,80,782415
1767,3,2,1993,6048,"Kaolack",6.1,7.9,2.9,124.3,657873
2141,2,2,2011,4124,"Tambacounda",6.2,3.8,1.3,129.3,652125
2067,3,2,1975,7522,"Dakar",3.6,8.2,1.5,108.6,780282
1609,3,3,1985,5704,"Dakar",5.8,7.1,6,122,728649
2598,5,2,1971,4822,"Tambacounda",7.6,3,8.1,83.7,840137
2245,3,1,1965,5200,"Ziguinchor",4.4,3.2,4.2,110.4,720023
1388,2,1,1955,7013,"Podor",5.3,5.9,4.1,94.3,511437
2395,2,3,1951,4108,"Tambacounda",5.3,9,0.2,69.1,723090
1560,3,2,1957,8310,"Tambacounda",5.6,6.5,0.8,88.4,596219
491,2,2,1955,4464,"St-Louis",6.7,7.2,8.9,80.7,533466
1689,2,2,2022,5535,"Thies",6,5.2,9,95.2,588597
1337,4,3,1960,6546,"Ziguinchor",4.3,1.8,4.1,102,739745
1596,5,2,2006,6523,"Podor",7.2,8.2,9.7,113.1,669843
1499,5,2,1982,5871,"Ziguinchor",5.3,4.6,3.9,79.8,629585
578,4,3,1984,3136,"St-Louis",3,9.6,6.7,72.9,505193
1549,3,2,2013,5685,"Kaolack",8.5,7.9,4,136.2,661766
2281,5,2,1972,2041,"Tambacounda",7.3,7.9,2.5,111.2,766121
958,3,3,1996,7897,"Podor",6.5,5,0.1,111.8,503471
2525,3,3,1954,6499,"Ziguinchor",6.6,3.6,8.9,145.7,861618
2565,2,3,2001,4101,"Ziguinchor",2.9,1.9,6.8,80.1,799081
1326,2,2,1958,4981,"Dakar",5.1,1.6,3.7,75.9,811260
2947,2,2,2016,5852,"Touba",6.2,5.1,4.1,99.5,871984
1250,3,2,1990,1685,"Tambacounda",10.4,9.8,5.4,104.5,605340
1872,4,2,1989,7030,"Tambacounda",6.5,2.5,1.8,79.1,665264
1603,2,2,1970,3736,"Kaolack",6.7,3.8,3.2,85.7,620441
2430,3,3,1999,6466,"St-Louis",5.9,3.3,1.2,103.7,785985
1173,4,2,1958,5642,"Dakar",4.8,3.3,1.1,112.5,725802
1569,3,2,1982,4237,"Kaolack",8.8,4.5,4.1,122.9,649192
1056,4,1,1987,571,"Thies",7,5.1,5.8,107.5,516932
2219,4,2,1984,6834,"St-Louis",6,4.8,3,128.3,666098
2086,3,2,1985,3760,"Kaolack",7.4,5.3,9.2,101.6,810545
1735,3,1,2021,4560,"St-Louis",6.1,3.8,1.6,100.3,714808
1398,3,2,1952,6071,"Tambacounda",5.4,1.4,0.2,73.2,646873
1313,2,2,1998,4705,"Thies",6.9,1.2,4.3,73.3,683070
1846,3,3,1952,1216,"Kaolack",7.5,7.2,1.4,117.1,756175
1101,4,2,1974,5667,"Podor",8.8,9.2,1.8,98.3,662005
2829,2,2,1969,4604,"St-Louis",5.6,8.2,6.8,116,688620
1249,4,3,1987,3026,"Ziguinchor",5.6,10,3.4,120,488756
1763,2,2,1988,6702,"Kaolack",7.8,4.2,1.6,104,724794
1500,1,2,1974,2370,"Tambacounda",8.8,1.2,6.7,114.7,568934
1670,5,1,1995,1250,"St-Louis",7.6,6.5,5.8,153.1,648689
1760,4,2,1967,4088,"Ziguinchor",6.7,6.3,8.2,93.1,705938
2071,4,2,1985,6871,"Dakar",7.8,8.3,8.2,65.8,800042
1386,3,2,1982,4110,"Podor",8.4,4.1,9.8,94.4,608060
1314,3,2,2011,3542,"Ziguinchor",5.1,5.6,4,99.1,500278
2194,3,2,1992,1316,"Dakar",9.3,7.9,3.3,114.7,778134
2806,3,3,1977,5732,"Podor",6.9,9.9,9.7,111.1,812715
2160,2,2,1968,2518,"Thies",6.8,7,7.9,89.6,762627
2022,5,2,2015,5833,"Dakar",6.6,6.8,8.5,113.3,826645
1894,2,3,1961,5764,"Touba",7.6,8.7,5.2,143,663222
1839,3,2,2002,225,"Thies",7.5,5.3,8.2,95.7,769548
836,2,2,1951,2726,"Dakar",8.4,2.2,6.6,87.8,677920
2086,1,2,2005,3639,"Touba",9.2,9.4,4.4,89.8,595501
1548,5,2,1984,1305,"Ziguinchor",7.4,4.7,0.7,98.9,671834
1949,3,2,1974,2382,"Thies",8.4,6,9.2,66.4,731752
2551,3,3,2010,5502,"Kaolack",6.8,1.9,3.3,92.1,812473
1731,3,2,2003,5866,"Tambacounda",7.2,4.5,5.2,100.7,637971
2091,3,2,1966,7348,"Ziguinchor",6.2,6.2,6.6,88.9,733906
1445,2,2,1980,5709,"Tambacounda",6.8,1.5,7.4,100.1,596315
2504,3,1,1971,6982,"Thies",7.2,5.8,2.7,93,836334
2514,2,2,1960,4451,"St-Louis",7.2,7.9,5.8,83.1,730598
2186,3,3,2011,4649,"Podor",9.6,6.7,0.8,124.6,659048
2199,3,3,1998,4043,"Kaolack",4.5,2.4,8.2,115.4,676732
1948,1,1,1989,4738,"Podor",6.5,7.3,4.4,110.3,612011
1989,2,3,2015,6938,"Ziguinchor",11,9,9,106.8,582113
2050,3,2,2008,8006,"Tambacounda",7.9,3.1,4.8,117.4,738889
1715,2,3,1972,7833,"Dakar",4.3,3.1,1.5,101.9,854252
1524,2,2,1982,4173,"Tambacounda",8.2,5.1,4.8,67.6,557396
1648,4,3,2004,4947,"Ziguinchor",5.2,7.4,5.5,101.9,683147
2065,4,1,2015,7394,"Touba",10.1,2.1,0.3,83.8,667924
1607,2,2,2013,5067,"Dakar",6.3,4.7,4.9,109.2,723329
837,2,3,2010,3791,"Tambacounda",9.1,3.8,8.6,94.3,503896
2170,3,2,1978,5050,"Touba",4.1,5.2,0.9,72.3,578049
1918,2,2,1975,3963,"St-Louis",8.3,2.6,4.7,65.9,687708
1462,4,2,1977,2270,"Touba",5.9,9.3,4,129.4,543862
1683,3,2,1964,4407,"Touba",9,6.3,0.6,73.6,625772
2002,3,3,1991,6635,"Podor",5.7,3.5,7.4,91.1,666086
2623,2,1,1978,9854,"Touba",6.4,6.3,3.4,123.4,788049
2336,3,2,1996,2675,"Touba",5.8,4.9,8.9,95.9,728387
1497,3,2,1996,7727,"Tambacounda",7.2,3.1,2.5,117.4,672527
3033,3,3,1970,4240,"Dakar",6.1,5.3,3,116.2,982827
2449,1,2,2022,3730,"Ziguinchor",8.3,2.5,10,66.4,825632
